Регион;Округ;Год;Направления реализации государственной молодeжной политики;№ строки; Бюджет СРФ, руб ; Бюджет МО, руб ; Кол-во грантов ; Бюджет грантов, руб ; Численность молодeжи, задействованной в программных мероприятиях по направлению ; Количество детских и молодeжных общественных объединений, работающих по данному  ;;;
Курская область;ЦФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 14 321 100 ; 1 794 000 ; 2 ; 139 000 ; 59 934 ; 35 ;30700;;
Курская область;ЦФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; 3 014 760 ; 899 451 ; 1 ; 39 000 ; 33 165 ; 16 ;;;
Курская область;ЦФО;2021;      поисковых отрядов и объединений;19; 800 000 ; 164 299 ; 1 ; 100 000 ; 3 347 ; 1 ;;;
Курская область;ЦФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 35 000 ; 50 000 ; -   ; -   ; 7 698 ; 12 ;;;
Курская область;ЦФО;2021;      молодeжных казачьих объединений;21; 152 340 ; 1 645 ; -   ; -   ; 1 700 ; 3 ;;;
Курская область;ЦФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 319 000 ; 308 570 ; -   ; -   ; 9 559 ; 3 ;;;
Курская область;ЦФО;2021;      другие;23; 10 000 000 ; 370 035 ; -   ; -   ; 4 465 ; -   ;;;
Курская область;ЦФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 350 000 ; 326 085 ; -   ; -   ; 59 047 ; 40 ;;;
Курская область;ЦФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 10 806 355 ; 310 743 ; -   ; -   ; 63 586 ; 25 ;;;
Курская область;ЦФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 552 450 ; 2 787 833 ; -   ; -   ; 117 208 ; 13 ;;;
Курская область;ЦФО;2021;Развитие молодeжного самоуправления;27; 1 429 203 ; 558 720 ; 3 ; 490 000 ; 64 347 ;;;;
Ленинградская область;СЗФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 206 587 398 ; 29 124 526 ; 1 ; 649 965 ; 53 095 ; 490 ;;;
Ленинградская область;СЗФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; 101 ; 6 ;;;
Ленинградская область;СЗФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; 135 ; 3 ;;;
Ленинградская область;СЗФО;2021;      аэрокосмос;4; -   ; 15 000 ; -   ; -   ; 381 ; 1 ;;;
Ленинградская область;СЗФО;2021;      сельское хозяйство;5; -   ; 1 000 ; -   ; -   ; 202 ; 4 ;;;
Ленинградская область;СЗФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; 38 171 844 ; 11 369 678 ; -   ; -   ; 24 148 ; 227 ;;;
Ленинградская область;СЗФО;2021;      другое;7; 168 415 554 ; 17 738 848 ; 1 ; 649 965 ; 28 128 ; 249 ;;;
Ленинградская область;СЗФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; 4 581 700 ; 5 079 414 ; 1 ; 162 000 ; 4 405 ; 48 ;;;
Ленинградская область;СЗФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 850 000 ; 779 000 ; 2 ; 981 263 ; 5 538 ; 120 ;;;
Ленинградская область;СЗФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 1 571 000 ; 80 000 ; -   ; -   ; 323 ;;;;
Ленинградская область;СЗФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; 4 276 590 ; 432 700 ; -   ; -   ; 9 438 ; 29 ;;;
Ленинградская область;СЗФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; 29 778 981 ; 18 724 706 ; 17 ; 9 384 707 ; 8 120 ; 85 ;;;
Ленинградская область;СЗФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 12 807 860 ; 47 456 551 ; 33 ; 575 965 ; 79 246 ; 1 091 ;;;
Ленинградская область;СЗФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 33 182 995 ; 14 640 375 ; 2 ; 707 327 ; 31 289 ; 87 ;;;
Ленинградская область;СЗФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 60 971 432 ; 3 660 560 ; 6 ; 2 585 292 ; 19 104 ;;;;
Ленинградская область;СЗФО;2021;Формирование у молодeжи семейных ценностей;16; 1 500 000 ; 1 687 053 ; 2 ; 387 867 ; 14 130 ; 73 ;;;
Ленинградская область;СЗФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 34 608 180 ; 10 170 611 ; 21 ; 10 421 932 ; 178 133 ; 562 ;;;
Ленинградская область;СЗФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; 1 867 402 ; -   ; -   ; 9 636 ; 55 ;;;
Ленинградская область;СЗФО;2021;      поисковых отрядов и объединений;19; 4 373 300 ; 2 325 025 ; 1 ; 715 599 ; 4 051 ; 75 ;;;
Ленинградская область;СЗФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ; 210 000 ; 1 ; 969 600 ; 10 318 ; 84 ;;;
Ленинградская область;СЗФО;2021;      молодeжных казачьих объединений;21; -   ; 350 000 ; -   ; -   ; 289 ; 7 ;;;
Ленинградская область;СЗФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 2 250 000 ; 1 059 520 ; 4 ; 1 473 416 ; 19 197 ; 214 ;;;
Ленинградская область;СЗФО;2021;      другие;23; 27 984 880 ; 4 358 664 ; 15 ; 7 263 317 ; 134 642 ; 127 ;;;
Ленинградская область;СЗФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 11 380 261 ; 1 002 928 ; 1 ; 220 631 ; 25 590 ; 184 ;;;
Ленинградская область;СЗФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 3 700 000 ; 4 792 279 ; 11 ; 4 915 422 ; 110 487 ; 369 ;;;
Ленинградская область;СЗФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 4 965 000 ; 26 756 512 ; 3 ; 3 140 853 ; 160 774 ; 458 ;;;
